Nhận xét đánh giá,Cảm xúc
Do em đăng ký sai môn nên học giữa chừng rồi nghĩ Cố giáo dạy rất nhiệt tình với học sinh,tốt
Thầy dạy rất dể hiểu và tận tâm với sinh viên,tốt
Nhiệt tình trong khi giảng dạy,tốt
hài lòng,tốt
THẦY QUAN TÂM TỚI LỚP VÀ TẬN TÌNH,tốt
Cô dạy khá là hay  Với thầy dạy thực hành rất nhiệt tình môn kỹ thuật lập trình rất nhiệt tình chỉ từng bài một  không giống với HKI giảng viên dạy Lập Trình C thực hành toàn ngồi bấm điện thoại ,tốt
học rất vui và thoải mái lắm ạ,tốt
Tạm ổn,tốt
hài lòng,tốt
Thầy dạy rất hay,tốt
cô dạy rất dễ hiểunhiệt tìnhvà cũng hay chia sẻ kinh nghiệm cho tụi e,tốt
Tốt,tốt
tốt,tốt
Giảng viên dạy tốt,tốt
Không,tốt
Không có,tốt
thay dạy de hieu,tốt
Giảng viên dạy nhiệt tình,tốt
Day gioi cưc gioi,tốt
Dạ em không dám có nhận xét gì hết,tốt
Giảng viên dạy dễ hiểu ,tốt
Giảng viên dạy tốt,tốt
nhiệt tình chân thành,tốt
Good,tốt
không có ý kiến gì thêm,tốt
thầy dạy tốt,tốt
giảng dạy nhiệt tìnhcó kiến thức sâu rộng,tốt
là môn học có ích cho ngành của em sau  này,tốt
Được,tốt
thấy dạy hay,tốt
tốt,tốt
Nice,tốt
nope,tốt
giảng viên dạy hay  em không có ý kiến j ạ,tốt
Chỉ bảo nhiệt tình và rất dễ hiểu  tôi đánh gia cao tinh thần trách nhiệm của thầy,tốt
Giang viên nhiêt tinh tich cưc hương dân,tốt
hài lòng,tốt
Không có đề xuất gì,tốt
Không có nhận xét,tốt
Giảng dạy được,tốt
Giáo viên dạy tốt,tốt
Thầy dạy nhiệt tìnhdễ tiếp thu,tốt
thầy nhiệt tình và dạy hay ,tốt
Không có,tốt
giảng viên có trình độ chuyên môn tốt giảng dạy chi tiết rõ ràng dễ hiểu,tốt
Thầy dạy dễ hiểu cung cấp nhiều kiến thức hay cho sinh viên,tốt
luôn tạo cơ hội cho học sinh tìm hiểu những kiến thức nòng cốt và nhớ lâu hơn,tốt
thích ,tốt
Giảng viên dạy được,tốt
tốt,tốt
Giảng viên nhiệt tình trong giảng dạy,tốt
thầy dạy tốt,tốt
tốt,tốt
không ý kiến,tốt
cô giảng nhiệt tình và dễ hiểu,tốt
không co,tốt
Giảng viên có kiến thức sâu rộng và nhiệt tình trng giảng dạy,tốt
Không có,tốt
Không,tốt
Không có nhận xét,tốt
tốt,tốt
Hài lòng,tốt
Cô dạy được,tốt
Tốt,tốt
Cần dạy song song giữa lý thuyết và thực hành Demo các code mà giáo viên hướng dẫn ngay lúc dạy để cho sinh viên dễ tiếp thu,tốt
không co gi đê nhân xet,tốt
tốt,tốt
không có nhận xét,tốt
Dạy tốt,tốt
Môn học tốt,tốt
không có ý kiến gì thêm,tốt
Tốt,tốt
mộn học thú vi cô vui tính dễ thươnggiảng dạy dễ hiểu,tốt
thầy giảng bài hay dễ hiểu,tốt
cũng tạm được,tốt
Thầy giảng rất tốt rất dễ hiểu,tốt
ok,tốt
thầy dạy vui thú vị,tốt
không có ý kiến ,tốt
Tốt,tốt
Cô nhiệt tình,tốt
Không có nhận xét,tốt
không,tốt
tôt,tốt
không nhận xét,tốt
tốt,tốt
Kỉ thức phải sâu hơncan thực hiện trên lớp khi giảng dạy nhiều hơn ,tốt
giảng viên dạy tốt,tốt
Tốt,tốt
giảng viên giảng nhiệt tình tâm huyết,tốt
giảm thiểu tiền học phí môn này,tốt
Giảng viên giảng dạy nhiệt tình trình bày nội dung bài giảng rõ ràng và dễ hiểu Rất hài lòng với giảng viên giảng dạy môn học này,tốt
Ok,tốt
tốt ,tốt
không ý kiến,tốt
Không nhận xét,tốt
không có nhận xét gì thêm,tốt
Tôt,tốt
Ok,tốt
tốt,tốt
tiết học sôi động giàng viên tốt tích cực trao đổi với sinh viên,tốt
thầy dạy dễ hiểu,tốt
Môn này học lại lần  rồi ,tốt
thầy dạy hay,tốt
Tốt,tốt
tốt,tốt
tốt,tốt
Tốt ,tốt
KO có,tốt
không có,tốt
không có đề xuất gì,tốt
hài lòng với giảng viên giảng dạy môn học,tốt
Gíao viên nhiệt tình,tốt
good,tốt
tốt,tốt
Giáo viên dạy khá tốt,tốt
rất tốt,tốt
dạy dễ hiểu,tốt
Tốt ,tốt
tốt,tốt
Không có đề xuất,tốt
tốt,tốt
Tiết học thực hành dồn học  tiết tuần làm cho sinh viên bị mệt,tốt
tốt,tốt
Thay dạy hay,tốt
Cô Trang hiền và dạy nhiệt tình,tốt
không,tốt
dạy dễ tiếp thu rất tốt ,tốt
không ý kiến,tốt
không co y kiên,tốt
Tốt,tốt
42592,tốt
Tốt,tốt
GIảng khó hiểu,tốt
tốt,tốt
Cô dạy dễ hiểuvui tính,tốt
không ý kiến,tốt
tốt,tốt
Cần nhiều bài tập thực hành và gợi ý cho sv,tốt
Không có nhận xét,tốt
tốt,tốt
tốt,tốt
tốt,tốt
không ý kiến,tốt
Tốt,tốt
tinh thần giảng bài của cô chưa gây được hứng thú cho sinh viên giọng cô còn nhỏ và hơi yếu nên ngồi xa không thể nghe được những gì cô nói,tốt
không co,tốt
Thầy dạy tốt,tốt
Tốt,tốt
Hài lòng với cách giảng dạy của cô,tốt
Cô dạy hay nhưng không được thông minh trong cách giảng giải cho sinh viên về những vấn đề quan trọng,tốt
cô giáo vui ve nhiệt tình trong giảng dạy,tốt
tốt,tốt
Dạy khó hiểu,tốt
Tôi không có nhận xét và đề xuất nào đối với môn học này,tốt
tốt,tốt
Bài giảng dễ hiểu,tốt
em không có đề xuất gì,tốt
gioi,tốt
Dạy không sâu đa phần sinh viên do giáo viên này dạy đều rớt môn này,tốt
không ý kiến ,tốt
không có ý kiến,tốt
Đừng cắt tiết học nữa  Học ít mà thi nhiều đau đứt ruột thừa ,tốt
dễ hiểu,tốt
giảng dạy tốt,tốt
K ý kiến,tốt
Giảng viên nhiệt tình bài giảng chi tiết dễ hiểu,tốt
em không có ý kiến,tốt
cô giảng rất hay,tốt
tốt,tốt
Ko có nhận xét gì ,tốt
tốt,tốt
cô dạy dễ hiểu,tốt
tốt ạ,tốt
Giảng viên giảng dạy nhiệt tình dễ hiểu,tốt
Mong cô cố gắng phát huy và cải thiện hơn trong cách giảng dạy,tốt
Cô dạy rất hay về dễ hiểu,tốt
thầy khá hiền nhẹ nhàng với sinh viên OK,tốt
được,tốt
TỐT,tốt
khó tiếp thu và hơi chán,tốt
môn học hay,tốt
khá,tốt
tốt,tốt
Thầy nhiệt tình,tốt
thầy nhiệt tình trong giảng dạy,tốt
Tuyệt vời,tốt
không có gì để nói thêm,tốt
tốt,tốt
tốt,tốt
Không tốt,tốt
em hài lòng cách dạy của cô,tốt
bình thường,tốt
thầy dạy được,tốt
Dạy tốt giúp sinh viên mau tiếp thu,tốt
thầy dạy tốt hiên ,tốt
Không,tốt
rất tốt,tốt
không ý kiến,tốt
được,tốt
thay dạy co chat luong va chuyen sau ,tốt
Cần cho nhiều buổi thức hành hơncô dạy cũng dễ hiểu bàicô phải làm căng hơn nữa cho sinh viên chịu đi học,tốt
không có ý kiến,tốt
Tốt,tốt
Cô dại dễ hiểu,tốt
giảng bài dễ hiểu,tốt
Truyền đạt kiến thức hơi khó hiểu,tốt
Tốt,tốt
TỐT,tốt
Môn học bổ ích,tốt
Thầy dạy nhiệt tình,tốt
giảng viên dạy tốt dễ hiểu,tốt
tốt,tốt
cho điểm chưa tốt,tốt
tốt,tốt
khÁ,tốt
Giảng viên giảng dạy nhiệt tình,tốt
không nhiệt tình giảng dạy,tốt
tốt,tốt
Môn học khó giảng viên tốt,tốt
Khong,tốt
không,tốt
Lập trình C là một môn về IT em thiết nghĩ nên cho thi trên máy thay vì viết code trên giấy Đó là một điều không thiết thực,tốt
Thầy tận tâm trong công việc,tốt
tốt,tốt
Tốt,tốt
thay dạy de hieu,tốt
tốt,tốt
Tốt,tốt
không có nhận xét,tốt
giao vien giang de hieu ,tốt
tốt,tốt
cô giảng hay và dễ hiểu,tốt
Tốt,tốt
Dạy hay dễ hiểu,tốt
Không có ý kiến,tốt
cô dạy hay nhưng hơi nhanh  sinh viên theo không kịp,tốt
giáo viên giảng dạy rất dễ hiểu,tốt
Cô rât ân cân va nhiêt huyêt vơi nghê Thương mên hoc tro cua minh,tốt
Hy vọng có thể gặp cô trong những năm sao ,tốt
TỐT,tốt
giảng viên nhiệt tình,tốt
tốt,tốt
không,tốt
không có ý kiến,tốt
cô tận tình giảng hay  cần  những bài tập xâu khó hơn  và tốc độ hơi châm,tốt
không ý kiến,tốt
Phần thực hành dễ hiểu hơn lý thuyết,tốt
giảng viên nhiệt tình ,tốt
Không có nhận xét,tốt
Tốt ,tốt
tốt,tốt
Thầy dạy cho em nhiều bài tập,tốt
tốt,tốt
hay,tốt
Giáo viên dạy rất tốt,tốt
tốt,tốt
Dạy tốt,tốt
tốt,tốt
cô nhiệt tình và vui vẻ,tốt
tốt ạ,tốt
Thầy dạy rất tốt và rất nhiệt tìnhdễ hiểu,tốt
Giảng viên giảng dạy nhiệt tình có chuyên môn,tốt
thầy dạy rất dễ hiễu và vui tính dễ tiếp thu bài,tốt
cô dạy hay và tận tình cho điểm công bằng,tốt
Giảng viên nhiệt tình dạy rất tốt dễ hiểu,tốt
giảng viên khá nhiệt tình,tốt
không có ý kiến,tốt
Tốt,tốt
Tốt ,tốt
hài lòng,tốt
tốt,tốt
Giáo viên nhiệt tình dễ hiểu,tốt
thầy dạy hay,tốt
dể hiểu nhiệt tình,tốt
Giảng viên dạy tốt,tốt
rất tốt,tốt
Tốt,tốt
tốt,tốt
gv dạy khá chi tiết,tốt
không có nhận xét gì,tốt
Muốn Co GIảng dạy nhiều thêm,tốt
tốt,tốt
Cô dạy tốt,tốt
cô dậy rất tốt nhiệt tình dễ hiểu,tốt
tốt,tốt
giảng viên nhiệt tình với sv,tốt
Cô day dê hiêu con dê thương nưa ,tốt
tốt,tốt
giảng viên  tích cực giảng dạy nhiệt tình và dễ tiếp thu bài,tốt
Giảng viên dạy dễ hiểu  truyền đạt tốt  công bằng trong điểm quá trình cũng như bài kiểm tra,tốt
tốt,tốt
tốt,tốt
Không ý kiến,tốt
Không có đề xuất,tốt
Giảng viên giảng dạy nhiệt tình trình bày nội dung bài giảng rõ ràng và dễ hiểukhách quan công bằng trong kiểm tra đánh giá em rất hài lòng với giảng viên giảng dạy môn học này,tốt
Giảng viên dạy tốt,tốt
hoàn toàn tốt,tốt
THẦY GIÁO VUI VẺ HÒA ĐỒNG CHẤT LƯỢNG,tốt
tốt,tốt
thầy dạy nhiệt tình ,tốt
tốt,tốt
Tốt,tốt
thầy hiền va dạy dể hiểu,tốt
giáo viên thân thiện nhiệt tình,tốt
giáo viên hòa đồng vui vẻ,tốt
thầy dạy siêu cute và hay,tốt
không có nhận xét gì,tốt
thầy dạy ổn,tốt
Thầy dạy hay,tốt
Good,tốt
hài lòng,tốt
Cô dạy nhiệt tình và dễ hiểu,tốt
không,tốt
cô dạy rất tốt,tốt
không có ý kiến,tốt
Tốt,tốt
Tốt,tốt
cô day dê hiêu,tốt
Không ý kiến,tốt
ổn,tốt
Cô dạy tốt,tốt
Nâng cấp phòng máy để sinh viên dễ dàng với viêc tiếp cận công nghệ,tốt
Kiến thức chung chung không mang lại gốc nhìn thực tếcần mở rộng hơn nhiều,tốt
Tốt,tốt
Tốt,tốt
nothing,tốt
dạy hiểu bài,tốt
Không,tốt
Không,tốt
không co nhan xet gi them,tốt
giáo viên tốt giảng dạy hay,tốt
GV chuyên môn giỏi nhiệt tình hướng dẫn khi cần thiêt,tốt
Thầy dạy tôtnhiệt tình với công việc và rất có tâm vói công việc,tốt
tốt,tốt
không có nhận xét gì thêm,tốt
Không,tốt
KHÔNG,tốt
không có,tốt
không co ý kiến,tốt
Cô dạy nhiệt tình dễ hiểu,tốt
Tốt ,tốt
Cô dạy rất tốt,tốt
Giảng viên dạy nhiệt tình,tốt
giảng dạy nhiệt tìnhdể hiểu,tốt
Giảng dạy được,tốt
Môn này hơi khó,tốt
không có đề xuất thầy cô giáo nhiệt tình chất lượng,tốt
Tốt tuy nhiên chưa có đề cương cụ thể cho môn,tốt
Tốt ,tốt
Môn học rất hay,tốt
giảng dạy tốt dễ hiểu,tốt
Tốt,tốt
co dạy rất hay va de hieu,tốt
Giảng viên nhiệt tình giảng bài dễ hiểu,tốt
thầy có kiến thức sâu rộng  nhưng nhiều khi giảng khiến học sinh hơi khó tiếp thu,tốt
Tốt ,tốt
Cô dạy hay ,tốt
cô rất hiền,tốt
không nhận xét,tốt
tốt,tốt
Cô dạy nhiệt tình ,tốt
môn học hay ,tốt
cô vui tính hài hước,tốt
trình bày nội dung bài giảng rõ ràng,tốt
Không,tốt
tốt,tốt
được,tốt
cô gần gũi với sinh viênmặc dù hơi khó tính nhưng cô luôn đặt kỉ luật lên hàng đầuđây là  điều em được học hỏi từ cô,tốt
cô dạy tốt và có tinh thần trách nhiệm của một người giáo viên,tốt
Không có ý kiến,tốt
Cô dạy rất nhiệt tình,tốt
Gv dạy dễ hiểu,tốt
không có nhận xét,tốt
không,tốt
tốt,tốt
không,tốt
Giáo viên nhiệt tình giảng bài dễ hiểu,tốt
Em hài lingf với giảng viên,tốt
cô dạy khá dễ hiểu,tốt
Cô dạy tốt,tốt
cách giảng dạy còn nhàm chán chưa tạo hứng thú cho người học,tốt
dạy dễ hiểu nhiệt tình và quan tâm sinh viên,tốt
hài lòng,tốt
giảng viên khá quan tâm đến sinh viên trong thực hành,tốt
không có nhận xét,tốt
tốt,tốt
tốt,tốt
Quan tâm sinh viên vui vẻ nhiệt tình thân thiện ,tốt
cô nhiệt tình,tốt
HAY,tốt
Cô nên bớt áp đặt một chút lên sinh viên và quan tâm sinh viên nhiều hơn ,tốt
không co,tốt
dạy rất nhiệt tình,tốt
ổn,tốt
Cô vui vẻ,tốt
Cô day tôt,tốt
Giảng viên dạy tốt dễ hiểu,tốt
GV dạy dễ hiểu,tốt
Không,tốt
cô ra đề không công bằng,tốt
Không,tốt
good,tốt
Tốt,tốt
không có ý kiến,tốt
Không ý kiến,tốt
cô nhiêt tinh,tốt
Cô nên giang trên bang nhiêu hơn nưa,tốt
Giáo viên nhiệt tình,tốt
em rất thích cách giảng dạy của cô  em mong được hợp tác với cô trong các môn học sắp tới ,tốt
tốt,tốt
không có,tốt
giáo viên giảng dạy khá tốt không có ý kiến gì thêm,tốt
Cô nhiệt tình,tốt
bình thường,tốt
Cô dạy ổn vui vẻ,tốt
dễ hiểu,tốt
được,tốt
không có đề xuất,tốt
cô dạy rất có tâm và quan tâm tới sv,tốt
Tôt,tốt
Giảng viên giảng dạy nhiệt tình,tốt
Giảng viên nhiệt tình,tốt
Hài lòng,tốt
thầy giảng dạy nhiệt tình,tốt
Giảng viên dạy tốt,tốt
Chấp nhận,tốt
co co trach nhiem,tốt
Khong,tốt
Tốt,tốt
không co ý kiến,tốt
Không,tốt
không ý kiến,tốt
cần sắp xếp những gía trị bài học thực tiễn lên hàng đầu và có những bài tập thực tế hơn để kích lệ sinh viên,tốt
Không có nhận xét gì thêm,tốt
giảng hơi dài dòng,tốt
tốt,tốt
cô dạy tốt ,tốt
Không nhận xét và đề xuất gì,tốt
nhiệt tình giảng dạy,tốt
Tốt,tốt
Không có ý kiến,tốt
Tốt,tốt
không co,tốt
Rat Rat tuyet voi,tốt
giang viên day tôt,tốt
tốt,tốt
e không có ý kiến,tốt
không có ý kiến,tốt
Cô dạy hay nhiệt tình,tốt
Tốt,tốt
Không có,tốt
cô gần gũi  dạy dễ hiểu  nhiệt tình,tốt
Cô Lan Anh dậy rất có tâm,tốt
cô luôn quan tâm và tân tình với sinh viên,tốt
Tốt,tốt
cô rất nhiệt tình,tốt
không có đề xuất gì thêm,tốt
Giáo viên vui vẻ và hòa đồng với học sinh,tốt
không co,tốt
Tốt nhiệt tình ,tốt
rất tốt,tốt
tốt,tốt
không,tốt
giảng viên nhiệt tình,tốt
không ý kiến,tốt
Tốt,tốt
cô dạy tốt ,tốt
Vui vẻ nhiệt tình tận tình,tốt
không co ý kiến,tốt
tốt,tốt
giáo viên  nhiệt tinh,tốt
Gôd,tốt
không có ý kiến đề xuất,tốt
rât hai long,tốt
không có ý kiến,tốt
Thầy dạy nhiệt tình vui vẻ,tốt
Tương đối ổn,tốt
tốt,tốt
ok,tốt
Giảng viên thân thiện dạy dễ hiểu  có kiến thức sâu rộng,tốt
không có,tốt
thầy nghiêm túc,tốt
Cũng được,tốt
Thầy dạy nhiệt tình tài liệu phong phú ,tốt
Không có ý kiến,tốt
nhiệt tình chu đáo,tốt
cô dạy dễ hiểu bài hướng dẫn thực hành tốt,tốt
Cô nhiệt tình giải đáp thắc mắc cho sinh viên,tốt
khá tốt,tốt
tốt,tốt
cô luôn quan tâm và tận tình với sinh viên,tốt
Không ý kiến,tốt
thay day tôt,tốt
Thầy giảng dạy nhiệt tình vui vẻHỗ trợ sinh viên tích cực Nên hỗ trợ máy tính thực hành tốt hơn,tốt
Thầy dạy rất nhiệt tình rất tốt với sinh viên,tốt
Không có,tốt
Không biết,tốt
Môn học thú vị thầy giảng dạy nhiệt tình hỗ trợ sinh viên tích cực,tốt
không có ý kiến,tốt
hài lòng,tốt
Thầy vui vẻ chỉ bảo học sinh,tốt
Được,tốt
Thầy dạy dễ hiểu nhưng thi khó lấy điểm,tốt
Thầy hướng dẫn khá cụ thể từng đoạn code,tốt
Được,tốt
tốt,tốt
tốt,tốt
Không có,tốt
tôt,tốt
tốt,tốt
không có đề xuất gì thêm,tốt
thầy dạy tốt hiền hiểu tâm lý sinh viên hòa đồng giảng dạy tận tình,tốt
ư,tốt
không có gì,tốt
Rat tuyet voi,tốt
Thầy Giang dậy tốt  mặc dù lớp quậy chút nhưng thầy vẫn thương ,tốt
