Nhận xét,Cảm xúc
Không,không liên quan
.,không liên quan
không,không liên quan
không,không liên quan
Không,không liên quan
Không có,không liên quan
..,không liên quan
ko,không liên quan
Ko,không liên quan
Không có,không liên quan
Không,không liên quan
.,không liên quan
Không có,không liên quan
Không,không liên quan
Khong,không liên quan
thời gian,không liên quan
.,không liên quan
ko,không liên quan
Không có,không liên quan
Không,không liên quan
Không có ,không liên quan
Không có,không liên quan
không có,không liên quan
0,không liên quan
Có laptop.,không liên quan
ko,không liên quan
không có ,không liên quan
Không có,không liên quan
K ,không liên quan
không,không liên quan
không,không liên quan
T,không liên quan
.,không liên quan
Không có,không liên quan
không,không liên quan
Không có ạ ,không liên quan
ko,không liên quan
không,không liên quan
Không,không liên quan
.,không liên quan
rất tệ,không liên quan
Không,không liên quan
không,không liên quan
Ko,không liên quan
Ko,không liên quan
không,không liên quan
H,không liên quan
Không có,không liên quan
Khong,không liên quan
 ....,không liên quan
",",không liên quan
",",không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
.,không liên quan
. ,không liên quan
..,không liên quan
...,không liên quan
...,không liên quan
...,không liên quan
...,không liên quan
....,không liên quan
....,không liên quan
....,không liên quan
/,không liên quan
0,không liên quan
0,không liên quan
0,không liên quan
0,không liên quan
a,không liên quan
a,không liên quan
a,không liên quan
a,không liên quan
a,không liên quan
a,không liên quan
a,không liên quan
Bạqn,không liên quan
Cần đưa học online thành 1 tùy chọn cho các sinh viên có nhu cầu,không liên quan
Cho sinh viên năm nhất học onl hết năm nay đi trường ơi,không liên quan
Cô nên gửi cho các bạn slide,không liên quan
d,không liên quan
d,không liên quan
d,không liên quan
Dạ,không liên quan
Dạ,không liên quan
"dễ tương tác, chưa hiểu hết những gì mà giảng viên muốn truyền đạt",không liên quan
dhhd,không liên quan
Dịch bệnh vẫn còn nên học online là cách học an toàn nhất hiện nay,không liên quan
Dịch bệnh vẫn còn như hiện nay thì rất thích hợp cho việc học online,không liên quan
"do dịch bệnh càng ngày càng có nhiều biến chủng mới hơn, mong trường xem xét cho sinh viên được lựa chọn cách thức tham gia học phần online hoặc offline",không liên quan
Đường truyền,không liên quan
gf,không liên quan
H,không liên quan
H,không liên quan
hạn chế bài học vì quá tải,không liên quan
hạn chế không được đến trường,không liên quan
Hic,không liên quan
Hoàn toàn đồng ý với cách giảng dạy của sinh viên,không liên quan
Học,không liên quan
Học,không liên quan
Học onl chiếm 50%,không liên quan
htgds,không liên quan
Kéo dài mỗi môn,không liên quan
Khác ,không liên quan
"Không tiếp thu được hết nội dung của bài học, ít áp lực hơn, kết quả học tập cao hơn so với học trực tiếp nhưng việc học trực tiếp có vẻ sẽ tốt cho bản thân hơn.",không liên quan
"Không tiếp thu được hết nội dung của bài học, ít áp lực hơn, kết quả học tập cao hơn so với học trực tiếp nhưng việc học trực tiếp có vẻ sẽ tốt cho bản thân hơn.",không liên quan
kỹ năng sử dụng công nghệ để học tập trực tuyến,không liên quan
kỹ năng sử dụng công nghệ để học tập trực tuyến,không liên quan
kỹ năng sử dụng công nghệ để học tập trực tuyến,không liên quan
kỹ năng sử dụng công nghệ để học tập trực tuyến,không liên quan
Làm chủ được thời gian ,không liên quan
M,không liên quan
"m muốn có bản ghi lại bài giảng mỗi khi học ,để có thể xem lại bài giảng",không liên quan
N/A,không liên quan
N/A,không liên quan
N/A,không liên quan
Najwa,không liên quan
nên có option học online và học offline,không liên quan
nên để option học online và học offline,không liên quan
nên học off,không liên quan
Nên học off ,không liên quan
Nên học offline,không liên quan
nên học online ,không liên quan
nên học online hết kì 2. :)))),không liên quan
Nên nhiều video thực tế cho sinh viên,không liên quan
Nên triển khai học những môn như quốc phòng những môn đại cương theo phương thức online,không liên quan
nhà trường nên hỗ trợ thêm cho sinh viên,không liên quan
nN,không liên quan
no,không liên quan
no,không liên quan
no,không liên quan
no cmt,không liên quan
no cmt,không liên quan
No comment,không liên quan
No comment,không liên quan
no more,không liên quan
