sentence,sentiment,topic
Một số sinh viên đòi hỏi quá cao về chất lượng công việc và thường chịu áp lực trong lớp học.,bình thường,others
Giảng viên sử dụng một phong cách dạy học quá khắt khe,tệ,lecturer
Giảng viên thường tổ chức các buổi thực tập và nghiên cứu để tăng kinh nghiệm cho sinh viên.,bình thường,lecturer
Giảng viên rất thận trọng và đảm bảo rằng các em hiểu hết bài học trước khi chuyển sang phần khác.,tốt,lecturer
Thầy luôn đưa ra feedback và gợi ý cho học viên để họ có thể cải thiện hơn trong học tập.,tốt,lecturer
"Cậu ấy giỏi các kĩ năng như lãnh đạo, truyền cảm hứng và lôi cuốn đội nhóm, giúp dự án được hoàn thành tốt hơn.",tốt,others
"Giảng viên của tôi có phát ngôn và giải thích khá rõ ràng, giúp tôi hiểu được nhiều hơn về môn học của mình.",bình thường,lecturer
Giảng viên đã giúp tôi hiểu được tầm quan trọng của môn học này trong cuộc sống của tôi.,bình thường,lecturer
Giá học phí của trường tương đối đắt đỏ so với một số trường đại học khác trong khu vực.,bình thường,facility
Thầy giảng dạy rất thông minh và có khả năng giảng dạy tuyệt vời.,bình thường,lecturer
"Hệ thống wifi mạnh, đảm bảo giao tiếp online với giảng viên cũng như bạn bè một cách dễ dàng.",tốt,facility
Giảng viên không giải thích về những từ khó trong đề thi.,tệ,lecturer
Anh ta hay độc đoán và không chấp nhận ý kiến khác của nhóm.,tệ,others
Cô ấy thường xuyên đến muộn và bỏ lỡ các buổi học.,tệ,others
Đội ngũ kỹ thuật của trường chuyên nghiệp và nhanh chóng giải quyết các sự cố.,bình thường,facility
Họ đã thực hiện tốt bài thuyết trình và đã giải thích rất rõ ràng.,bình thường,others
Các phòng học của trường rất sạch sẽ và ngăn nắp.,tốt,facility
Trường thiếu sự minh bạch trong việc quản lý và tổ chức các hoạt động trong trường.,tệ,facility
Chương trình đào tạo giúp tôi rèn luyện kỹ năng giao tiếp và làm việc nhóm.,tốt,curriculum
Giáo trình sách giáo khoa không phù hợp với thực tế và thiếu sự cập nhật.,tệ,curriculum
"Khuôn viên của trường rất yên tĩnh và tươi mát, giúp sinh viên tập trung nghiên cứu và rèn luyện tốt hơn.",tốt,facility
"Thời gian mở cửa quá ngắn, khiến sinh viên khó có thể sử dụng.",tệ,facility
Em thấy bạn này rất thông minh và nhanh nhẹn.,tốt,others
Người bạn học của tôi là một người luôn trung thực và tin tưởng người khác.,tốt,others
Trường có rất nhiều các chương trình sinh hoạt và hoạt động hữu ích cho sinh viên.,tốt,facility
Giáo viên luôn quan tâm và chia sẻ kiến thức những điểm hay để giúp sinh viên hiểu bài tốt hơn.,bình thường,lecturer
"Các phòng giảng đường và phòng học rất rộng rãi và thoáng mát, giúp cho việc học tập không bị căng thẳng.",tốt,facility
"Các môn học quá nhiều, khó có thể hoàn thành trong một kỳ học.",tệ,curriculum
Hắn ta chỉ biết phán xét người khác mà không có ý tưởng xây dựng.,tệ,others
Cô ấy là một người rất quan tâm đến người khác.,tốt,others
Chương trình giúp tôi phát triển kỹ năng và kiến thức cần thiết cho sự nghiệp của mình.,tốt,curriculum
Môn học quá áp lực và gây căng thẳng.,tệ,curriculum
"Giảng viên của tôi có phong cách giảng dạy linh hoạt và đa dạng, giúp sinh viên cảm thấy hứng thú hơn trong quá trình học tập.",bình thường,lecturer
Anh ấy thường nhắc lại những lỗi sai của đồng nghiệp khiến họ cảm thấy khó chịu.,tệ,others
Trường có nhiều khu vực để giải trí cho sinh viên.,bình thường,facility
Thầy giảng rất dễ hiểu và truyền đạt kiến thức rất tốt.,tốt,lecturer
Giáo viên không hỗ trợ học sinh trong việc đạt được mục tiêu học tập.,tệ,curriculum
"Các phòng học đều được trang bị đầy đủ thiết bị và công nghệ hiện đại, giúp cho việc học tập trở nên dễ dàng hơn.",tốt,facility
Cậu ấy là người có trách nhiệm và làm việc với sự tận tâm cao độ.,bình thường,others
Cô giáo rất tỉ mỉ trong việc giảng dạy.,bình thường,others
"Các phòng học của trường được trang bị máy lạnh, tủ lạnh rất tiện lợi cho sinh viên.",bình thường,facility
Họ có tinh thần nghệ thuật và đam mê với các hoạt động nghệ thuật.,bình thường,others
"Giảng viên này không hề đáp ứng được nhu cầu của sinh viên, quá ít tham gia vào môn học.",tệ,lecturer
The campus has good security measures in place to ensure the safety of students.,bình thường,facility
Không có hoạt động giúp khám phá khả năng của sinh viên.,tệ,curriculum
Anh ấy có tính cách thân thiện và luôn giúp đỡ mọi người.,bình thường,others
Cô bạn luôn biết cách truyền cảm hứng cho các thành viên trong nhóm.,tốt,others
The curriculum provides students with diverse cultural perspectives.,bình thường,curriculum
"Các tài liệu tham khảo rất hay, giúp các em nâng cao kiến thức và kỹ năng.",tốt,curriculum
Cô bạn này có khả năng giao tiếp tốt và giúp đỡ ban nhóm của mình.,tốt,others
"Số lượng sinh viên quá đông, tôi không thể nhờ giáo viên hỗ trợ trực tiếp.",tệ,curriculum
"Sắp xếp các môn học không hợp lý, gây khó khăn cho sinh viên.",tệ,curriculum
Anh/chị là người cởi mở và thích kết bạn với mọi người.,tốt,others
Anh ta là người rất kiên nhẫn.,bình thường,others
"Các phòng máy tính đều có máy tính mới và tốc độ mạng rất nhanh, giúp cho việc học tập và làm việc trở nên suôn sẻ hơn.",tốt,facility
Giảng viên này có khả năng đưa ra những lời khuyên hữu ích để giúp sinh viên cải thiện bản thân.,bình thường,lecturer
Phòng thư viện của trường đầy đủ sách mới nhất và có các thiết bị hỗ trợ rất thuận tiện cho việc tra cứu tài liệu.,tốt,facility
"Cô ấy rất chăm chỉ và nghiêm túc trong học tập, làm hầu hết mọi người trong lớp học tập chăm chỉ hơn.",tốt,others
Cậu bạn này khá hướng ngoại và dễ gần.,bình thường,others
Giảng viên này hay giễu cợt và xúc phạm sinh viên.,tệ,lecturer
Bạn ấy luôn có sự giàu tình thương và trân trọng đồng nghiệp.,bình thường,others
Em ấy luôn giữ vững tinh thần độc lập và không sợ khó khăn.,tốt,others
"Chương trình phát triển các kỹ năng sống cần thiết như kỹ năng tư duy sáng tạo, critical thinking, v.v.",tốt,curriculum
"Cậu bạn này động não, nghĩ ra nhiều giải pháp.",bình thường,others
Chương trình học quá đơn điệu và không sinh động.,tệ,curriculum
Anh ta hay dùng lời nói để làm tổn thương người khác và không biết đối xử đúng mực.,tệ,others
Thầy rất cởi mở với ý kiến đóng góp của sinh viên.,bình thường,lecturer
Cần tạo thêm nhiều cơ hội cho sinh viên tiếp cận với các vấn đề phức tạp của thế giới ngày nay.,bình thường,curriculum
Thầy đưa ra nhiều ý tưởng mới để học sinh phát triển kĩ năng của mình.,tốt,lecturer
Ký túc xá của trường rất sạch sẽ và tiện nghi.,tốt,facility
"Nhân viên quản lý tuyệt vời, luôn tận tâm và nhiệt tình hỗ trợ cho sinh viên.",tốt,facility
Nơi đây có đủ các loại hành lang và khu vực chờ cho sinh viên.,bình thường,facility
"Tôi đã chán nản với việc đăng ký và sử dụng cơ sở vật chất kém chất lượng tại trường tôi, điều này khiến tôi không muốn đến trường nữa.",tệ,facility
Anh/chị là người lãnh đạo tuyệt vời của đội tình nguyện.,tốt,others
Bạn ấy không tôn trọng giá trị của lời nói và không đối xử tốt với người khác.,tệ,others
Chương trình học không cung cấp đủ tài liệu cho sinh viên.,tệ,curriculum
Các phòng họp tại trường rất tiện nghi và được trang bị đầy đủ thiết bị.,tốt,facility
Anh ta luôn cố gắng khoe khoang về bản thân và làm người khác khó chịu.,tệ,others
Trường không giúp sinh viên phát triển các kỹ năng cần thiết cho việc tìm việc sau khi ra trường.,tệ,facility
Tôi cảm thấy không có sự quan tâm đến từ giảng viên này đối với học sinh.,tệ,lecturer
Anh ấy luôn cười nhạo và chế giễu đồng học.,tệ,others
Họ đã hoàn thành tốt các nhiệm vụ cho đề tài đồ án.,bình thường,others
Trường thiếu sự cam kết và đồng hành với sinh viên trong việc đáp ứng nhu cầu của họ.,tệ,facility
"Bạn tôi có tinh thần đồng đội tốt, luôn hỗ trợ và giúp đỡ những người khác.",tốt,others
Bạn đồng nghiệp rất thân thiện và dễ gần.,bình thường,others
"Các trang thiết bị trong phòng thực hành luôn được bảo quản tốt, giúp cho sinh viên dễ dàng thực hành.",bình thường,facility
Giáo trình không tập trung vào kĩ năng của sinh viên.,tệ,curriculum
"Khi mưa, nước dẫn đến khuôn viên trường phải bơi lội.",tệ,facility
Em thấy bạn này rất sang trọng và tinh tế trong phong cách.,tốt,others
The curriculum promotes the development of core competencies.,bình thường,curriculum
