Nhận xét đánh giá,Cảm xúc,,,,,
Tôi mong muốn chương trình đào tạo có thể có cơ hội học tập quốc tế để giúp sinh viên tăng cường kinh nghiệm và kiến thức,bình thường,,,,,
Tôi mong muốn chương trình đào tạo có thể cung cấp cho sinh viên nhiều cơ hội trải nghiệm thực tế hơn để giúp sinh viên tăng cường kỹ năng và kinh nghiệm,bình thường,,,,,
"Tôi mong muốn chương trình đào tạo có thể bổ sung thêm các môn học về kỹ năng mềm, giao tiếp, lãnh đạo, v.v.",bình thường,,,,,
Tôi mong muốn chương trình đào tạo có một môi trường học tập tốt hơn với các tiện nghi và dịch vụ tốt hơn,bình thường,,,,,
Tôi luôn thấy được sự sẵn sàng giúp đỡ và hỗ trợ từ giảng viên này.,bình thường,,,,,
Tôi luôn nhớ đến những kỉ niệm tuyệt vời mà anh/chị đã mang lại.,rất tốt,,,,,
Tôi luôn ngủ gật trong giờ dạy của giảng viên này.,tệ,,,,,
Tôi luôn cảm thấy được động viên và khích lệ khi làm việc và học tập với bạn của tôi.,rất tốt,,,,,
Tôi luôn cảm thấy được đón tiếp nhiệt tình mỗi khi đến trường.,tốt,,,,,
Tôi luôn cảm thấy được sự ủng hộ của anh/chị.,rất tốt,,,,,
Tôi luôn cảm thấy được sự cổ vũ từ anh/chị.,rất tốt,,,,,
Tôi luôn cảm thấy được giúp đỡ và hỗ trợ khi làm việc và học tập với bạn của tôi.,rất tốt,,,,,
Tôi luôn cảm thấy yên tâm và đầy tin tưởng khi làm việc và học tập với bạn của tôi.,rất tốt,,,,,
Tôi luôn cảm thấy rất thoải mái khi học tại thư viện của trường.,rất tốt,,,,,
Tôi luôn cảm thấy không thoải mái khi ở gần anh ta.,tệ,,,,,
Tôi luôn cảm thấy cảm giác chào đón tại trường và được ủng hộ trong quá trình học tập.,rất tốt,,,,,
Tôi luôn cảm thấy bị áp lực khi ở gần anh ta.,tệ,,,,,
Tôi luôn cảm thấy anh/chị rất đáng tin cậy.,tốt,,,,,
Tôi luôn cảm thấy anh/chị rất trưởng thành và thành công.,tốt,,,,,
Tôi luôn cảm thấy an toàn và được chăm sóc tốt tại cơ sở vật chất của trường.,rất tốt,,,,,
Tôi luôn cảm thấy an toàn và yên tâm khi tìm kiếm khu vực nghỉ ngơi trong trường.,bình thường,,,,,
Tôi luôn cảm thấy an toàn và thuận tiện hơn khi đi học và làm việc với bạn của tôi.,rất tốt,,,,,
Tôi luôn cảm thấy an toàn khi ở ký túc xá của trường.,rất tốt,,,,,
Tôi luôn có thể tìm thấy các thiết bị giáo dục thích hợp tại đây.,bình thường,,,,,
"Tôi không được hưởng lợi bất kỳ phần thưởng nào bởi các đóng góp về cơ sở vật chất cho trường tôi, điều này khiến tôi rất thất vọng và không còn hứng thú học tập.",tệ,,,,,
"Tôi không yếu đuối, tôi chỉ đang cảm thấy mệt mỏi.",không liên quan,,,,,
"Tôi không xấu xí, tôi chỉ đang có một khuôn mặt độc đáo.",không liên quan,,,,,
Tôi không tìm thấy bất kỳ giá trị nào trong việc học tập tại trường đại học này.,tệ,,,,,
Tôi không tin rằng giảng viên này đảm bảo chất lượng trong nội dung môn học.,rất tệ,,,,,
Tôi không tin rằng giảng viên này đảm bảo chất lượng trong nội dung môn học.,rất tệ,,,,,
Tôi không thực sự ưa thích giảng viên này nhưng tôi tin rằng họ đang làm việc chăm chỉ.,bình thường,,,,,
Tôi không thể đánh giá cao những người bạn của tôi vì họ thường xuyên giả dối.,tệ,,,,,
Tôi không thể tưởng tượng được sự khó khăn của học tập nếu không có sự trợ giúp từ thầy cô giáo.,tệ,,,,,
Tôi không thể tưởng tượng được môi trường học tập sẽ như thế nếu không có thầy/cô.,rất tốt,,,,,
Tôi không thể tìm thấy phòng học theo đúng thời gian của mình.,tệ,,,,,
Tôi không thể tìm thấy một chỗ để ngồi để học ở thư viện đại học này.,tệ,,,,,
Tôi không thể tìm thấy một chỗ để làm việc tập trung khi cần.,tệ,,,,,
Tôi không thể tìm thấy một chỗ trống để ngồi tại khu vực nhà vệ sinh của trường.,tệ,,,,,
Tôi không thể tìm thấy gì để đồng cảm với giảng viên này.,tệ,,,,,
Tôi không thể tìm ra bất kỳ lợi ích nào từ việc học môn này.,rất tệ,,,,,
Tôi không thể tiếp tục học với giảng viên này.,tệ,,,,,
Tôi không thể tiếp thu được kiến thức của giảng viên này vì anh ta không đủ rõ ràng.,tệ,,,,,
Tôi không thể tiếp thu kiến thức của giảng viên này do anh ta dạy hơi nhiều.,tệ,,,,,
Tôi không thể tin được rằng trường tôi ở lại các cơ sở cũ kỹ và thiếu sự tiện nghi.,tệ,,,,,
Tôi không thể tin được rằng trường tôi đã trả tiền để học lại nhiều lần vẫn không đầu tư vào cơ sở vật chất đầy đủ.,tệ,,,,,
Tôi không thể tin tưởng những người bạn của tôi khi cần thiết.,tệ,,,,,
Tôi không thể tin rằng cậu ta đã làm điều đó.,tệ,,,,,
Tôi không thể tin là ai lại mong muốn làm bạn với hắn ta.,tệ,,,,,
Tôi không thể thấy được ý nghĩa của việc học môn này.,rất tệ,,,,,
Tôi không thể thấy được ý nghĩa của việc học môn này.,rất tệ,,,,,
Tôi không thể thấy được ý nghĩa của việc học môn này.,rất tệ,,,,,
Tôi không thể thấy được ý nghĩa của việc học môn này.,rất tệ,,,,,
Tôi không thể thấy được ý nghĩa của việc học môn này.,rất tệ,,,,,
Tôi không thể thấy được ý nghĩa của việc học môn này.,rất tệ,,,,,
Tôi không thể thấy được ý nghĩa của việc học môn này.,rất tệ,,,,,
Tôi không thể thấy được mối liên quan giữa môn học này và mục tiêu cá nhân của tôi.,rất tệ,,,,,
Tôi không thể thấy được mối liên quan giữa môn học này và cuộc sống thực tế.,rất tệ,,,,,
Tôi không thể thấy được mối liên quan giữa môn học này và cuộc sống thực tế của tôi.,rất tệ,,,,,
Tôi không thể thấy được mối liên quan giữa môn học này và cuộc sống thực tế của tôi.,rất tệ,,,,,
Tôi không thể thấy được mối liên quan giữa môn học này và cuộc sống thực tế của tôi.,rất tệ,,,,,
Tôi không thể thấy được mối liên quan giữa môn học này và cuộc sống thực tế của tôi.,rất tệ,,,,,
Tôi không thể thấy được mối liên quan giữa môn học này và cuộc sống thực tế của tôi.,rất tệ,,,,,
Tôi không thể thấy được mối liên quan giữa môn học này và cuộc sống thực tế của tôi.,rất tệ,,,,,
Tôi không thể thấy được môn học này có ứng dụng thực tế trong cuộc sống hàng ngày của tôi.,rất tệ,,,,,
Tôi không thể thấy được lợi ích của việc học môn này.,rất tệ,,,,,
Tôi không thể thấy được lợi ích của việc học môn này.,rất tệ,,,,,
Tôi không thể thấy được cách môn học này có thể áp dụng vào thực tế.,rất tệ,,,,,
Tôi không thể thấy được cách môn học này có thể áp dụng vào sự nghiệp của tôi.,rất tệ,,,,,
Tôi không thể thấy được cách môn học này có thể áp dụng vào cuộc sống thực tế.,rất tệ,,,,,
Tôi không thể thấy được cách môn học này có thể áp dụng vào cuộc sống thực tế.,rất tệ,,,,,
Tôi không thể thấy được cách môn học này có thể áp dụng vào cuộc sống thực tế.,rất tệ,,,,,
Tôi không thể thấy được cách môn học này có thể áp dụng vào cuộc sống thực tế.,rất tệ,,,,,
Tôi không thể thấy được cách môn học này có thể áp dụng vào cuộc sống thực tế.,rất tệ,,,,,
Tôi không thể thấy được cách môn học này có thể áp dụng vào cuộc sống hàng ngày của tôi.,rất tệ,,,,,
Tôi không thể thấy mối liên quan giữa môn học này và tương lai của mình.,rất tệ,,,,,
Tôi không thể thấy môn học này có ứng dụng thực tế trong cuộc sống hàng ngày của tôi.,rất tệ,,,,,
Tôi không thể thấy môn học này có ứng dụng thực tế trong cuộc sống hàng ngày của tôi.,rất tệ,,,,,
Tôi không thể thấy môn học này có ứng dụng thực tế trong cuộc sống hàng ngày của tôi.,rất tệ,,,,,
Tôi không thể thấy môn học này có ứng dụng thực tế trong cuộc sống hàng ngày của tôi.,rất tệ,,,,,
Tôi không thể nắm bắt được chủ đề học tập này.,tệ,,,,,
Tôi không thể nào ngồi chung bàn với thanh niên vụng về đó được.,tệ,,,,,
Tôi không thể nhận biết một ứng dụng thực tế nào của môn học này.,rất tệ,,,,,
Tôi không thể nhận biết một ứng dụng thực tế nào của môn học này.,rất tệ,,,,,
Tôi không thể nhận biết một ứng dụng thực tế nào của môn học này.,rất tệ,,,,,
Tôi không thể nhận biết lợi ích gì mà môn học này mang lại cho tôi.,rất tệ,,,,,
"Tôi không thể làm việc nhóm với người đó, vì cảm thấy cô ấy không hợp tác.",tệ,,,,,
Tôi không thể học được gì từ giảng viên này.,tệ,,,,,
Tôi không thể học tập tốt tại đại học này vì không có đầy đủ tài nguyên giáo dục.,tệ,,,,,
Tôi không thể học mà không bị giảng viên quấy rầy,tệ,,,,,
Tôi không thể hình dung được ai lại muốn tham gia vào lớp của giảng viên này.,tệ,,,,,
"Tôi không thể hiểu được điều này, nó rất tệ.",rất tệ,,,,,
"Tôi không thể hiểu được điều này, nó rất tệ.",rất tệ,,,,,
Tôi không thể hiểu được tại sao một số người bạn của tôi luôn cố gắng để làm khó tôi.,tệ,,,,,
Tôi không thể hiểu được những gì giảng viên này đang cố gắng truyền tải.,tệ,,,,,
Tôi không thể hiểu được lý do tại sao môn học này lại tồn tại.,rất tệ,,,,,
Tôi không thể hiểu được lý do tại sao môn học này lại tồn tại.,rất tệ,,,,,
Tôi không thể hiểu được lý do tại sao môn học này lại tồn tại.,rất tệ,,,,,
Tôi không thể hiểu được lý do tại sao môn học này lại tồn tại.,rất tệ,,,,,
Tôi không thể hiểu được lý do tại sao môn học này lại tồn tại.,rất tệ,,,,,
Tôi không thể hiểu được lý do tại sao môn học này lại tồn tại.,rất tệ,,,,,
Tôi không thể hiểu được lý do tại sao môn học này lại tồn tại.,rất tệ,,,,,
Tôi không thể hiểu được lý do tại sao môn học này lại tồn tại.,rất tệ,,,,,
Tôi không thể hiểu được lý do tại sao môn học này lại tồn tại.,rất tệ,,,,,
Tôi không thể hiểu được lý do tại sao môn học này lại tồn tại.,rất tệ,,,,,
Tôi không thể hiểu được lý do tại sao môn học này lại tồn tại.,rất tệ,,,,,
Tôi không thể hiểu được lý do tại sao môn học này lại tồn tại.,rất tệ,,,,,
Tôi không thể hiểu được lý do tại sao môn học này lại tồn tại.,rất tệ,,,,,
Tôi không thể hiểu được lý do tại sao môn học này lại tồn tại.,rất tệ,,,,,
Tôi không thể hiểu được kiến thức của giảng viên này vì anh ta không phân loại được những quan trọng và không quan trọng.,tệ,,,,,
Tôi không thể hiểu được giảng viên này đang muốn nói gì.,tệ,,,,,
Tôi không thể hiểu tại sao môn học này vẫn tồn tại.,rất tệ,,,,,
Tôi không thể hiểu rõ những khái niệm được giảng dạy bởi giảng viên này.,tệ,,,,,
"Tôi không thể hiểu ngữ pháp này, nó rất tệ.",rất tệ,,,,,
"Tôi không thể hiểu cách này, nó rất tệ.",rất tệ,,,,,
Tôi không thể cảm nhận được tình cảm của giảng viên này.,tệ,,,,,
Tôi không thể cảm nhận được tình cảm của giảng viên này bởi anh ta rất khó tính và không nói nhiều khi giảng dạy.,tệ,,,,,
Tôi không thể chừa nổi vẻ mặt thiếu kiềm chế của anh ta.,tệ,,,,,
Tôi không thể chứng tỏ được trình độ của mình với giảng viên này.,tệ,,,,,
Tôi không thể chịu đựng được độ khiếp sợ của cậu ta khi cười.,tệ,,,,,
